transcript_ref,transcript_base,transcript_version
NM_000917.4,NM_000917,4
NM_000918.4,NM_000918,4
NM_000919.4,NM_000919,4
NM_000920.4,NM_000920,4
NM_000921.5,NM_000921,5
NM_000922.4,NM_000922,4
NM_000923.6,NM_000923,6
NM_000924.4,NM_000924,4
NM_000925.4,NM_000925,4
NM_000926.4,NM_000926,4
NM_000927.5,NM_000927,5
NM_000928.3,NM_000928,3
NM_000929.3,NM_000929,3
NM_000930.5,NM_000930,5
NM_000931.2,NM_000931,2
NM_000932.5,NM_000932,5
NM_000933.4,NM_000933,4
NM_000934.4,NM_000934,4
NM_000935.3,NM_000935,3
NM_000936.4,NM_000936,4
NM_000937.5,NM_000937,5
NM_000938.3,NM_000938,3
NM_000939.4,NM_000939,4
NM_000940.3,NM_000940,3
NM_000941.3,NM_000941,3
NM_000942.5,NM_000942,5
NM_000943.5,NM_000943,5
NM_000944.5,NM_000944,5
NM_000945.4,NM_000945,4
NM_000946.3,NM_000946,3
NM_000947.5,NM_000947,5
NM_000948.6,NM_000948,6
NM_000949.7,NM_000949,7
NM_000950.3,NM_000950,3
NM_000951.3,NM_000951,3
NM_000952.5,NM_000952,5
NM_000953.3,NM_000953,3
NM_000954.6,NM_000954,6
NM_000955.3,NM_000955,3
NM_000956.4,NM_000956,4
NM_000957.2,NM_000957,2
NM_000958.3,NM_000958,3
NM_000959.4,NM_000959,4
NM_000960.4,NM_000960,4
NM_000961.4,NM_000961,4
NM_000962.4,NM_000962,4
NM_000963.4,NM_000963,4
NM_000964.4,NM_000964,4
NM_000965.5,NM_000965,5
NM_000966.6,NM_000966,6
NM_000967.4,NM_000967,4
NM_000968.4,NM_000968,4
NM_000969.5,NM_000969,5
NM_000970.6,NM_000970,6
NM_000971.4,NM_000971,4
NM_000972.3,NM_000972,3
NM_000973.5,NM_000973,5
NM_000975.5,NM_000975,5
NM_000976.4,NM_000976,4
NM_000977.4,NM_000977,4
NM_000978.4,NM_000978,4
NM_000979.4,NM_000979,4
NM_000980.4,NM_000980,4
NM_000981.4,NM_000981,4
NM_000982.4,NM_000982,4
NM_000983.4,NM_000983,4
NM_000984.6,NM_000984,6
NM_000985.5,NM_000985,5
NM_000986.4,NM_000986,4
NM_000987.5,NM_000987,5
NM_000988.5,NM_000988,5
NM_000989.4,NM_000989,4
NM_000990.5,NM_000990,5
NM_000991.5,NM_000991,5
NM_000992.3,NM_000992,3
NM_000993.5,NM_000993,5
NM_000994.4,NM_000994,4
NM_000995.5,NM_000995,5
NM_000996.4,NM_000996,4
NM_000997.5,NM_000997,5
NM_000998.5,NM_000998,5
NM_000999.4,NM_000999,4
NM_001000.4,NM_001000,4
NM_001001.5,NM_001001,5
NM_001001132.2,NM_001001132,2
NM_001001188.3,NM_001001188,3
NM_001001290.2,NM_001001290,2
NM_001001317.5,NM_001001317,5
NM_001001323.2,NM_001001323,2
NM_001001324.1,NM_001001324,1
NM_001001325.2,NM_001001325,2
NM_001001329.3,NM_001001329,3
NM_001001330.3,NM_001001330,3
NM_001001331.4,NM_001001331,4
NM_001001336.1,NM_001001336,1
NM_001001342.2,NM_001001342,2
NM_001001343.4,NM_001001343,4
NM_001001344.3,NM_001001344,3
NM_001001346.3,NM_001001346,3
NM_001001349.2,NM_001001349,2
NM_001001389.2,NM_001001389,2
NM_001001390.2,NM_001001390,2
NM_001001391.2,NM_001001391,2
NM_001001392.2,NM_001001392,2
NM_001001394.4,NM_001001394,4
NM_001001395.2,NM_001001395,2
NM_001001396.3,NM_001001396,3
NM_001001410.3,NM_001001410,3
NM_001001411.3,NM_001001411,3
NM_001001412.4,NM_001001412,4
NM_001001413.3,NM_001001413,3
NM_001001414.2,NM_001001414,2
NM_001001415.4,NM_001001415,4
NM_001001417.7,NM_001001417,7
NM_001001418.6,NM_001001418,6
NM_001001419.3,NM_001001419,3
NM_001001420.3,NM_001001420,3
NM_001001430.3,NM_001001430,3
NM_001001431.3,NM_001001431,3
NM_001001432.3,NM_001001432,3
NM_001001433.3,NM_001001433,3
NM_001001434.1,NM_001001434,1
NM_001001435.2,NM_001001435,2
NM_001001436.4,NM_001001436,4
NM_001001437.4,NM_001001437,4
NM_001001438.3,NM_001001438,3
NM_001001479.4,NM_001001479,4
NM_001001480.3,NM_001001480,3
NM_001001481.4,NM_001001481,4
NM_001001482.1,NM_001001482,1
NM_001001483.3,NM_001001483,3
NM_001001484.3,NM_001001484,3
NM_001001485.3,NM_001001485,3
NM_001001486.2,NM_001001486,2
NM_001001487.2,NM_001001487,2
NM_001001502.3,NM_001001502,3
NM_001001503.2,NM_001001503,2
NM_001001520.3,NM_001001520,3
NM_001001521.2,NM_001001521,2
NM_001001522.2,NM_001001522,2
NM_001001523.2,NM_001001523,2
NM_001001524.3,NM_001001524,3
NM_001001547.3,NM_001001547,3
NM_001001548.3,NM_001001548,3
NM_001001549.3,NM_001001549,3
NM_001001550.3,NM_001001550,3
NM_001001551.4,NM_001001551,4
NM_001001552.5,NM_001001552,5
NM_001001555.3,NM_001001555,3
NM_001001556.3,NM_001001556,3
NM_001001557.4,NM_001001557,4
NM_001001560.3,NM_001001560,3
NM_001001561.2,NM_001001561,2
NM_001001563.5,NM_001001563,5
NM_001001567.2,NM_001001567,2
NM_001001568.2,NM_001001568,2
NM_001001569.2,NM_001001569,2
NM_001001570.2,NM_001001570,2
NM_001001571.2,NM_001001571,2
NM_001001572.2,NM_001001572,2
NM_001001573.2,NM_001001573,2
NM_001001574.2,NM_001001574,2
NM_001001575.2,NM_001001575,2
NM_001001576.2,NM_001001576,2
NM_001001577.2,NM_001001577,2
NM_001001578.2,NM_001001578,2
NM_001001579.2,NM_001001579,2
NM_001001580.2,NM_001001580,2
NM_001001581.2,NM_001001581,2
NM_001001582.2,NM_001001582,2
NM_001001583.2,NM_001001583,2
NM_001001584.3,NM_001001584,3
NM_001001585.2,NM_001001585,2
NM_001001586.1,NM_001001586,1
NM_001001651.1,NM_001001651,1
NM_001001653.3,NM_001001653,3
NM_001001654.1,NM_001001654,1
NM_001001655.3,NM_001001655,3
NM_001001656.3,NM_001001656,3
NM_001001657.1,NM_001001657,1
NM_001001658.1,NM_001001658,1
NM_001001659.3,NM_001001659,3
NM_001001660.3,NM_001001660,3
NM_001001661.3,NM_001001661,3
NM_001001662.3,NM_001001662,3
NM_001001663.4,NM_001001663,4
NM_001001664.3,NM_001001664,3
NM_001001665.4,NM_001001665,4
NM_001001666.4,NM_001001666,4
NM_001001667.1,NM_001001667,1
NM_001001668.4,NM_001001668,4
NM_001001669.3,NM_001001669,3
NM_001001670.3,NM_001001670,3
NM_001001671.4,NM_001001671,4
NM_001001673.4,NM_001001673,4
NM_001001674.2,NM_001001674,2
NM_001001675.1,NM_001001675,1
NM_001001676.1,NM_001001676,1
NM_001001677.1,NM_001001677,1
NM_001001678.1,NM_001001678,1
NM_001001679.1,NM_001001679,1
NM_001001680.1,NM_001001680,1
NM_001001682.1,NM_001001682,1
NM_001001683.4,NM_001001683,4
NM_001001685.1,NM_001001685,1
NM_001001687.1,NM_001001687,1
NM_001001688.1,NM_001001688,1
NM_001001689.1,NM_001001689,1
NM_001001690.1,NM_001001690,1
NM_001001692.1,NM_001001692,1
NM_001001693.1,NM_001001693,1
NM_001001694.3,NM_001001694,3
NM_001001695.1,NM_001001695,1
NM_001001696.1,NM_001001696,1
NM_001001698.1,NM_001001698,1
NM_001001699.1,NM_001001699,1
NM_001001701.4,NM_001001701,4
NM_001001702.1,NM_001001702,1
NM_001001705.2,NM_001001705,2
NM_001001706.2,NM_001001706,2
NM_001001707.1,NM_001001707,1
NM_001001709.2,NM_001001709,2
NM_001001710.3,NM_001001710,3
NM_001001711.3,NM_001001711,3
NM_001001712.3,NM_001001712,3
NM_001001713.1,NM_001001713,1
NM_001001715.4,NM_001001715,4
NM_001001716.1,NM_001001716,1
NM_001001722.2,NM_001001722,2
NM_001001723.1,NM_001001723,1
NM_001001732.4,NM_001001732,4
NM_001001734.2,NM_001001734,2
NM_001001740.4,NM_001001740,4
NM_001001786.3,NM_001001786,3
NM_001001787.1,NM_001001787,1
NM_001001788.4,NM_001001788,4
NM_001001789.1,NM_001001789,1
NM_001001790.3,NM_001001790,3
NM_001001791.2,NM_001001791,2
NM_001001794.4,NM_001001794,4
NM_001001795.2,NM_001001795,2
NM_001001802.3,NM_001001802,3
NM_001001821.1,NM_001001821,1
NM_001001824.2,NM_001001824,2
NM_001001827.2,NM_001001827,2
NM_001001850.3,NM_001001850,3
NM_001001851.3,NM_001001851,3
NM_001001852.4,NM_001001852,4
NM_001001870.1,NM_001001870,1
NM_001001871.1,NM_001001871,1
NM_001001872.4,NM_001001872,4
NM_001001873.2,NM_001001873,2
NM_001001874.3,NM_001001874,3
NM_001001875.4,NM_001001875,4
NM_001001877.2,NM_001001877,2
NM_001001887.1,NM_001001887,1
NM_001001888.4,NM_001001888,4
NM_001001890.3,NM_001001890,3
NM_001001891.3,NM_001001891,3
NM_001001894.3,NM_001001894,3
NM_001001895.3,NM_001001895,3
NM_001001912.3,NM_001001912,3
NM_001001913.2,NM_001001913,2
NM_001001914.1,NM_001001914,1
NM_001001915.1,NM_001001915,1
NM_001001916.2,NM_001001916,2
NM_001001917.5,NM_001001917,5
NM_001001918.1,NM_001001918,1
NM_001001919.1,NM_001001919,1
NM_001001920.3,NM_001001920,3
NM_001001921.2,NM_001001921,2
NM_001001922.2,NM_001001922,2
NM_001001923.1,NM_001001923,1
NM_001001924.3,NM_001001924,3
NM_001001925.3,NM_001001925,3
NM_001001927.1,NM_001001927,1
NM_001001928.4,NM_001001928,4
NM_001001929.3,NM_001001929,3
NM_001001930.2,NM_001001930,2
NM_001001931.3,NM_001001931,3
NM_001001933.1,NM_001001933,1
NM_001001935.3,NM_001001935,3
NM_001001936.3,NM_001001936,3
NM_001001937.2,NM_001001937,2
NM_001001938.4,NM_001001938,4
NM_001001939.1,NM_001001939,1
NM_001001952.1,NM_001001952,1
NM_001001953.1,NM_001001953,1
NM_001001954.2,NM_001001954,2
NM_001001955.2,NM_001001955,2
NM_001001956.1,NM_001001956,1
NM_001001957.2,NM_001001957,2
NM_001001958.1,NM_001001958,1
NM_001001959.1,NM_001001959,1
NM_001001960.1,NM_001001960,1
NM_001001961.3,NM_001001961,3
NM_001001962.1,NM_001001962,1
NM_001001963.1,NM_001001963,1
NM_001001964.2,NM_001001964,2
NM_001001965.1,NM_001001965,1
NM_001001966.2,NM_001001966,2
NM_001001967.1,NM_001001967,1
NM_001001968.1,NM_001001968,1
NM_001001971.3,NM_001001971,3
NM_001001973.3,NM_001001973,3
NM_001001974.4,NM_001001974,4
NM_001001975.2,NM_001001975,2
NM_001001976.3,NM_001001976,3
NM_001001977.1,NM_001001977,1
NM_001001991.3,NM_001001991,3
NM_001001992.2,NM_001001992,2
NM_001001994.3,NM_001001994,3
NM_001001995.3,NM_001001995,3
NM_001001996.3,NM_001001996,3
NM_001001998.3,NM_001001998,3
NM_001002.4,NM_001002,4
NM_001002000.3,NM_001002000,3
NM_001002001.3,NM_001002001,3
NM_001002002.3,NM_001002002,3
NM_001002006.3,NM_001002006,3
NM_001002009.3,NM_001002009,3
NM_001002010.5,NM_001002010,5
NM_001002014.1,NM_001002014,1
NM_001002015.1,NM_001002015,1
NM_001002017.2,NM_001002017,2
NM_001002018.2,NM_001002018,2
NM_001002019.3,NM_001002019,3
NM_001002020.3,NM_001002020,3
NM_001002021.3,NM_001002021,3
NM_001002026.3,NM_001002026,3
NM_001002027.2,NM_001002027,2
NM_001002029.4,NM_001002029,4
NM_001002030.2,NM_001002030,2
NM_001002031.4,NM_001002031,4
NM_001002032.3,NM_001002032,3
NM_001002033.3,NM_001002033,3
NM_001002034.3,NM_001002034,3
NM_001002035.2,NM_001002035,2
NM_001002036.4,NM_001002036,4
NM_001002231.3,NM_001002231,3
NM_001002232.2,NM_001002232,2
NM_001002233.1,NM_001002233,1
NM_001002234.1,NM_001002234,1
NM_001002235.3,NM_001002235,3
NM_001002236.3,NM_001002236,3
NM_001002243.3,NM_001002243,3
NM_001002244.2,NM_001002244,2
NM_001002245.2,NM_001002245,2
NM_001002246.2,NM_001002246,2
NM_001002247.2,NM_001002247,2
NM_001002248.3,NM_001002248,3
NM_001002249.2,NM_001002249,2
NM_001002251.3,NM_001002251,3
NM_001002252.2,NM_001002252,2
NM_001002254.1,NM_001002254,1
NM_001002255.2,NM_001002255,2
NM_001002256.1,NM_001002256,1
NM_001002257.3,NM_001002257,3
NM_001002258.5,NM_001002258,5
NM_001002259.3,NM_001002259,3
NM_001002260.1,NM_001002260,1
NM_001002261.4,NM_001002261,4
NM_001002262.4,NM_001002262,4
NM_001002264.4,NM_001002264,4
NM_001002265.1,NM_001002265,1
NM_001002266.3,NM_001002266,3
NM_001002269.2,NM_001002269,2
NM_001002273.3,NM_001002273,3
NM_001002274.3,NM_001002274,3
NM_001002275.3,NM_001002275,3
NM_001002292.4,NM_001002292,4
NM_001002294.3,NM_001002294,3
NM_001002295.2,NM_001002295,2
NM_001002296.2,NM_001002296,2
NM_001002755.4,NM_001002755,4
NM_001002756.2,NM_001002756,2
NM_001002757.1,NM_001002757,1
NM_001002758.1,NM_001002758,1
NM_001002759.2,NM_001002759,2
NM_001002760.1,NM_001002760,1
NM_001002761.1,NM_001002761,1
NM_001002762.5,NM_001002762,5
NM_001002796.5,NM_001002796,5
NM_001002799.1,NM_001002799,1
NM_001002800.3,NM_001002800,3
NM_001002810.5,NM_001002810,5
NM_001002811.3,NM_001002811,3
NM_001002812.4,NM_001002812,4
NM_001002814.3,NM_001002814,3
NM_001002836.4,NM_001002836,4
NM_001002837.2,NM_001002837,2
NM_001002838.4,NM_001002838,4
NM_001002840.1,NM_001002840,1
NM_001002841.2,NM_001002841,2
NM_001002843.3,NM_001002843,3
NM_001002844.3,NM_001002844,3
NM_001002845.1,NM_001002845,1
NM_001002847.4,NM_001002847,4
NM_001002848.1,NM_001002848,1
NM_001002849.1,NM_001002849,1
NM_001002857.2,NM_001002857,2
NM_001002858.3,NM_001002858,3
NM_001002860.4,NM_001002860,4
NM_001002861.1,NM_001002861,1
NM_001002862.3,NM_001002862,3
NM_001002876.3,NM_001002876,3
NM_001002877.2,NM_001002877,2
NM_001002878.1,NM_001002878,1
NM_001002879.1,NM_001002879,1
NM_001002880.4,NM_001002880,4
NM_001002881.1,NM_001002881,1
NM_001002901.4,NM_001002901,4
NM_001002905.2,NM_001002905,2
NM_001002906.1,NM_001002906,1
NM_001002907.1,NM_001002907,1
NM_001002908.1,NM_001002908,1
NM_001002909.4,NM_001002909,4
NM_001002910.1,NM_001002910,1
NM_001002911.4,NM_001002911,4
NM_001002912.5,NM_001002912,5
NM_001002913.3,NM_001002913,3
NM_001002914.3,NM_001002914,3
NM_001002915.3,NM_001002915,3
NM_001002916.5,NM_001002916,5
NM_001002917.2,NM_001002917,2
NM_001002918.1,NM_001002918,1
NM_001002919.3,NM_001002919,3
NM_001002920.1,NM_001002920,1
NM_001002921.1,NM_001002921,1
NM_001002923.3,NM_001002923,3
NM_001002924.3,NM_001002924,3
NM_001002925.1,NM_001002925,1
NM_001002926.2,NM_001002926,2
NM_001003.3,NM_001003,3
NM_001003395.3,NM_001003395,3
NM_001003396.3,NM_001003396,3
NM_001003397.3,NM_001003397,3
NM_001003398.3,NM_001003398,3
NM_001003399.1,NM_001003399,1
NM_001003406.2,NM_001003406,2
NM_001003407.2,NM_001003407,2
NM_001003408.1,NM_001003408,1
NM_001003443.3,NM_001003443,3
NM_001003652.4,NM_001003652,4
NM_001003656.1,NM_001003656,1
NM_001003665.4,NM_001003665,4
NM_001003674.3,NM_001003674,3
NM_001003675.3,NM_001003675,3
NM_001003676.3,NM_001003676,3
NM_001003677.3,NM_001003677,3
NM_001003678.3,NM_001003678,3
NM_001003679.3,NM_001003679,3
NM_001003680.3,NM_001003680,3
NM_001003681.3,NM_001003681,3
NM_001003682.4,NM_001003682,4
NM_001003683.3,NM_001003683,3
NM_001003684.2,NM_001003684,2
NM_001003686.1,NM_001003686,1
NM_001003687.1,NM_001003687,1
NM_001003688.1,NM_001003688,1
NM_001003689.1,NM_001003689,1
NM_001003690.2,NM_001003690,2
NM_001003692.2,NM_001003692,2
NM_001003693.3,NM_001003693,3
NM_001003694.2,NM_001003694,2
NM_001003696.2,NM_001003696,2
NM_001003697.2,NM_001003697,2
NM_001003698.4,NM_001003698,4
NM_001003699.4,NM_001003699,4
NM_001003700.2,NM_001003700,2
NM_001003701.2,NM_001003701,2
NM_001003702.3,NM_001003702,3
NM_001003703.2,NM_001003703,2
NM_001003704.3,NM_001003704,3
NM_001003712.2,NM_001003712,2
NM_001003713.4,NM_001003713,4
NM_001003714.4,NM_001003714,4
NM_001003715.4,NM_001003715,4
NM_001003716.4,NM_001003716,4
NM_001003721.1,NM_001003721,1
NM_001003722.2,NM_001003722,2
NM_001003723.1,NM_001003723,1
NM_001003725.1,NM_001003725,1
NM_001003745.2,NM_001003745,2
NM_001003750.1,NM_001003750,1
NM_001003760.5,NM_001003760,5
NM_001003785.2,NM_001003785,2
NM_001003786.3,NM_001003786,3
NM_001003787.4,NM_001003787,4
NM_001003788.3,NM_001003788,3
NM_001003789.3,NM_001003789,3
NM_001003790.4,NM_001003790,4
NM_001003791.3,NM_001003791,3
NM_001003792.3,NM_001003792,3
NM_001003793.3,NM_001003793,3
NM_001003794.3,NM_001003794,3
NM_001003795.3,NM_001003795,3
NM_001003796.2,NM_001003796,2
NM_001003799.2,NM_001003799,2
NM_001003800.2,NM_001003800,2
NM_001003801.2,NM_001003801,2
NM_001003802.2,NM_001003802,2
NM_001003803.3,NM_001003803,3
NM_001003805.3,NM_001003805,3
NM_001003806.2,NM_001003806,2
NM_001003807.1,NM_001003807,1
NM_001003808.1,NM_001003808,1
NM_001003809.3,NM_001003809,3
NM_001003810.2,NM_001003810,2
NM_001003811.2,NM_001003811,2
NM_001003812.1,NM_001003812,1
NM_001003818.3,NM_001003818,3
NM_001003819.4,NM_001003819,4
NM_001003827.1,NM_001003827,1
NM_001003828.3,NM_001003828,3
NM_001003841.3,NM_001003841,3
NM_001003845.3,NM_001003845,3
NM_001003891.3,NM_001003891,3
NM_001003892.3,NM_001003892,3
NM_001003894.2,NM_001003894,2
NM_001003895.1,NM_001003895,1
NM_001003897.2,NM_001003897,2
NM_001003927.3,NM_001003927,3
NM_001003931.4,NM_001003931,4
NM_001003935.2,NM_001003935,2
NM_001003936.4,NM_001003936,4
NM_001003937.3,NM_001003937,3
NM_001003938.4,NM_001003938,4
NM_001003940.2,NM_001003940,2
NM_001003941.3,NM_001003941,3
NM_001003942.2,NM_001003942,2
NM_001003943.3,NM_001003943,3
NM_001003945.3,NM_001003945,3
NM_001003954.3,NM_001003954,3
NM_001003962.3,NM_001003962,3
NM_001004.4,NM_001004,4
NM_001004019.2,NM_001004019,2
NM_001004023.3,NM_001004023,3
NM_001004051.4,NM_001004051,4
NM_001004052.1,NM_001004052,1
NM_001004053.2,NM_001004053,2
NM_001004054.2,NM_001004054,2
NM_001004055.2,NM_001004055,2
NM_001004056.2,NM_001004056,2
NM_001004057.2,NM_001004057,2
NM_001004058.2,NM_001004058,2
NM_001004059.3,NM_001004059,3
NM_001004060.2,NM_001004060,2
NM_001004063.3,NM_001004063,3
NM_001004064.2,NM_001004064,2
NM_001004065.4,NM_001004065,4
NM_001004067.4,NM_001004067,4
NM_001004105.3,NM_001004105,3
NM_001004106.3,NM_001004106,3
NM_001004124.2,NM_001004124,2
NM_001004125.3,NM_001004125,3
NM_001004126.1,NM_001004126,1
NM_001004127.3,NM_001004127,3
NM_001004128.3,NM_001004128,3
NM_001004134.1,NM_001004134,1
NM_001004135.2,NM_001004135,2
NM_001004136.2,NM_001004136,2
NM_001004137.1,NM_001004137,1
NM_001004195.2,NM_001004195,2
NM_001004196.4,NM_001004196,4
NM_001004197.1,NM_001004197,1
NM_001004285.1,NM_001004285,1
NM_001004286.1,NM_001004286,1
NM_001004297.3,NM_001004297,3
NM_001004298.4,NM_001004298,4
NM_001004299.1,NM_001004299,1
NM_001004300.1,NM_001004300,1
NM_001004301.4,NM_001004301,4
NM_001004302.1,NM_001004302,1
NM_001004303.5,NM_001004303,5
NM_001004304.4,NM_001004304,4
NM_001004305.1,NM_001004305,1
NM_001004306.2,NM_001004306,2
NM_001004307.1,NM_001004307,1
NM_001004308.3,NM_001004308,3
NM_001004309.3,NM_001004309,3
NM_001004310.3,NM_001004310,3
NM_001004311.3,NM_001004311,3
NM_001004312.2,NM_001004312,2
NM_001004313.3,NM_001004313,3
NM_001004314.2,NM_001004314,2
NM_001004315.1,NM_001004315,1
NM_001004316.3,NM_001004316,3
NM_001004317.4,NM_001004317,4
NM_001004318.3,NM_001004318,3
NM_001004319.3,NM_001004319,3
NM_001004320.2,NM_001004320,2
NM_001004321.2,NM_001004321,2
NM_001004322.1,NM_001004322,1
NM_001004323.3,NM_001004323,3
NM_001004325.2,NM_001004325,2
NM_001004326.4,NM_001004326,4
NM_001004328.3,NM_001004328,3
NM_001004329.3,NM_001004329,3
NM_001004330.2,NM_001004330,2
NM_001004331.1,NM_001004331,1
NM_001004333.5,NM_001004333,5
NM_001004334.4,NM_001004334,4
NM_001004335.1,NM_001004335,1
NM_001004336.2,NM_001004336,2
NM_001004337.1,NM_001004337,1
NM_001004338.2,NM_001004338,2
NM_001004339.3,NM_001004339,3
NM_001004340.4,NM_001004340,4
NM_001004341.2,NM_001004341,2
NM_001004342.5,NM_001004342,5
NM_001004343.3,NM_001004343,3
NM_001004344.2,NM_001004344,2
NM_001004346.4,NM_001004346,4
NM_001004347.1,NM_001004347,1
NM_001004348.1,NM_001004348,1
NM_001004349.1,NM_001004349,1
NM_001004351.5,NM_001004351,5
NM_001004352.2,NM_001004352,2
NM_001004353.4,NM_001004353,4
NM_001004354.3,NM_001004354,3
NM_001004356.3,NM_001004356,3
NM_001004358.1,NM_001004358,1
NM_001004360.5,NM_001004360,5
NM_001004416.3,NM_001004416,3
NM_001004417.1,NM_001004417,1
NM_001004419.5,NM_001004419,5
NM_001004420.1,NM_001004420,1
NM_001004421.1,NM_001004421,1
NM_001004422.1,NM_001004422,1
NM_001004426.3,NM_001004426,3
NM_001004430.1,NM_001004430,1
NM_001004431.3,NM_001004431,3
NM_001004432.4,NM_001004432,4
NM_001004433.1,NM_001004433,1
NM_001004434.3,NM_001004434,3
NM_001004439.2,NM_001004439,2
NM_001004440.2,NM_001004440,2
NM_001004441.3,NM_001004441,3
NM_001004450.3,NM_001004450,3
NM_001004451.1,NM_001004451,1
NM_001004452.1,NM_001004452,1
NM_001004453.3,NM_001004453,3
NM_001004454.2,NM_001004454,2
NM_001004456.2,NM_001004456,2
NM_001004457.2,NM_001004457,2
NM_001004458.4,NM_001004458,4
NM_001004459.2,NM_001004459,2
NM_001004460.2,NM_001004460,2
NM_001004461.2,NM_001004461,2
NM_001004462.2,NM_001004462,2
NM_001004463.2,NM_001004463,2
NM_001004464.2,NM_001004464,2
NM_001004465.1,NM_001004465,1
NM_001004466.2,NM_001004466,2
NM_001004467.1,NM_001004467,1
NM_001004469.1,NM_001004469,1
NM_001004470.3,NM_001004470,3
NM_001004471.2,NM_001004471,2
NM_001004472.1,NM_001004472,1
NM_001004473.2,NM_001004473,2
NM_001004474.2,NM_001004474,2
NM_001004475.1,NM_001004475,1
NM_001004476.2,NM_001004476,2
NM_001004477.1,NM_001004477,1
NM_001004478.2,NM_001004478,2
NM_001004479.2,NM_001004479,2
NM_001004480.1,NM_001004480,1
NM_001004481.1,NM_001004481,1
NM_001004482.1,NM_001004482,1
NM_001004483.1,NM_001004483,1
NM_001004484.2,NM_001004484,2
NM_001004485.1,NM_001004485,1
NM_001004486.1,NM_001004486,1
NM_001004487.1,NM_001004487,1
NM_001004488.2,NM_001004488,2
NM_001004489.3,NM_001004489,3
NM_001004490.2,NM_001004490,2
NM_001004491.2,NM_001004491,2
NM_001004492.2,NM_001004492,2
NM_001004684.1,NM_001004684,1
NM_001004685.1,NM_001004685,1
NM_001004686.3,NM_001004686,3
NM_001004687.2,NM_001004687,2
NM_001004688.2,NM_001004688,2
NM_001004689.2,NM_001004689,2
NM_001004690.1,NM_001004690,1
NM_001004691.1,NM_001004691,1
NM_001004692.2,NM_001004692,2
NM_001004693.2,NM_001004693,2
NM_001004694.3,NM_001004694,3
NM_001004695.2,NM_001004695,2
NM_001004696.2,NM_001004696,2
NM_001004697.2,NM_001004697,2
NM_001004698.2,NM_001004698,2
NM_001004699.3,NM_001004699,3
NM_001004700.3,NM_001004700,3
NM_001004701.2,NM_001004701,2
NM_001004702.2,NM_001004702,2
NM_001004703.1,NM_001004703,1
NM_001004704.2,NM_001004704,2
NM_001004705.2,NM_001004705,2
NM_001004706.1,NM_001004706,1
NM_001004707.4,NM_001004707,4
NM_001004708.1,NM_001004708,1
NM_001004711.2,NM_001004711,2
NM_001004712.2,NM_001004712,2
NM_001004713.2,NM_001004713,2
NM_001004714.2,NM_001004714,2
NM_001004715.5,NM_001004715,5
NM_001004717.1,NM_001004717,1
NM_001004719.2,NM_001004719,2
NM_001004720.3,NM_001004720,3
NM_001004722.4,NM_001004722,4
NM_001004723.3,NM_001004723,3
NM_001004724.2,NM_001004724,2
NM_001004725.1,NM_001004725,1
NM_001004726.1,NM_001004726,1
NM_001004727.1,NM_001004727,1
NM_001004728.2,NM_001004728,2
NM_001004729.2,NM_001004729,2
NM_001004730.1,NM_001004730,1
NM_001004731.3,NM_001004731,3
NM_001004732.2,NM_001004732,2
NM_001004733.3,NM_001004733,3
NM_001004734.3,NM_001004734,3
NM_001004735.1,NM_001004735,1
NM_001004736.4,NM_001004736,4
NM_001004737.1,NM_001004737,1
NM_001004738.2,NM_001004738,2
NM_001004739.1,NM_001004739,1
NM_001004740.2,NM_001004740,2
NM_001004741.1,NM_001004741,1
NM_001004742.3,NM_001004742,3
NM_001004743.1,NM_001004743,1
NM_001004744.1,NM_001004744,1
NM_001004745.2,NM_001004745,2
NM_001004746.4,NM_001004746,4
NM_001004747.2,NM_001004747,2
NM_001004748.1,NM_001004748,1
NM_001004749.2,NM_001004749,2
NM_001004750.1,NM_001004750,1
NM_001004751.3,NM_001004751,3
NM_001004752.2,NM_001004752,2
NM_001004753.2,NM_001004753,2
NM_001004754.3,NM_001004754,3
NM_001004755.2,NM_001004755,2
NM_001004756.3,NM_001004756,3
NM_001004757.2,NM_001004757,2
NM_001004758.1,NM_001004758,1
NM_001004759.3,NM_001004759,3
NM_001004760.3,NM_001004760,3
NM_001005.5,NM_001005,5
NM_001005158.2,NM_001005158,2
NM_001005159.2,NM_001005159,2
NM_001005160.3,NM_001005160,3
NM_001005161.3,NM_001005161,3
NM_001005162.2,NM_001005162,2
NM_001005163.2,NM_001005163,2
NM_001005164.2,NM_001005164,2
NM_001005165.2,NM_001005165,2
NM_001005166.5,NM_001005166,5
NM_001005167.2,NM_001005167,2
NM_001005168.3,NM_001005168,3
NM_001005169.1,NM_001005169,1
NM_001005170.4,NM_001005170,4
NM_001005171.3,NM_001005171,3
NM_001005172.2,NM_001005172,2
NM_001005173.3,NM_001005173,3
NM_001005174.3,NM_001005174,3
NM_001005175.5,NM_001005175,5
NM_001005176.3,NM_001005176,3
NM_001005177.3,NM_001005177,3
NM_001005178.1,NM_001005178,1
NM_001005179.4,NM_001005179,4
NM_001005180.3,NM_001005180,3
NM_001005181.2,NM_001005181,2
NM_001005182.2,NM_001005182,2
NM_001005183.1,NM_001005183,1
NM_001005184.2,NM_001005184,2
NM_001005185.2,NM_001005185,2
NM_001005186.2,NM_001005186,2
NM_001005187.1,NM_001005187,1
NM_001005188.1,NM_001005188,1
NM_001005189.2,NM_001005189,2
NM_001005190.2,NM_001005190,2
